%%% Global Ocean Heat Content estimate from 1940 to 2022 (v3, Monthly)
%%% CZ16 method (EnOI-DE/CMIP5 method, firstly Published in Journal of Climate, improved in our Science Advances paper)
%%% Cheng L. and J. Zhu, 2016, Benefits of CMIP5 multimodel ensemble in reconstructing historical ocean subsurface temperature variation, Journal of Climate. 29(15),5393-5416,doi:10.1175/JCLI-D-15-0730.1
%%% Cheng L. *, K. Trenberth, J. Fasullo, T. Boyer, J. Abraham, J. Zhu, 2017: Improved estimates of ocean heat content from 1960 to 2015, Science Advances, 3, e1601545. 

%%% Update date: Mar. 2023 by L.Cheng
%%% unit of OHC:  *10^21 Joules (ZJ)
%%% Baseline: 2006-2015
%%% Note: in this version (v3), we included the Arctic Ocean, improved land mask, and used updated CH14 XBT correction.
%%% Information of updated CH14 correction scheme for XBT data provided in http://www.ocean.iap.ac.cn/ and https://www.nodc.noaa.gov/OC5/XBT_BIAS/xbt_bias.html
%%% Note: Reliable records are after 1955

%%% Based on IAP Ocean Gridded Temperature Analysis: 
%%% http://ddl.escience.cn/f/FiL0
%%% http://www.ocean.iap.ac.cn/

[year] [month] [OHC0-700m] [0-700mError, 95% CI is OHC+/-Error] [OHC700-2000m] [700-2000mError, 95% CI is OHC+/-Error] 
1940	1	-246.93	71.37	-98.84	105.58
1940	2	-253.47	70.09	-99.98	104.25
1940	3	-245.40	69.52	-100.00	102.69
1940	4	-235.14	68.40	-108.45	101.76
1940	5	-236.73	67.86	-109.60	101.98
1940	6	-240.47	66.72	-110.04	101.34
1940	7	-253.36	67.29	-105.26	100.96
1940	8	-253.18	67.63	-103.58	99.94
1940	9	-254.69	66.63	-103.38	99.61
1940	10	-246.15	66.31	-103.93	99.96
1940	11	-228.68	68.32	-108.48	100.51
1940	12	-246.63	68.19	-108.91	100.98
1941	1	-253.92	65.45	-105.08	99.12
1941	2	-248.58	64.80	-105.44	97.95
1941	3	-246.53	64.44	-107.86	96.77
1941	4	-250.26	62.37	-108.43	96.62
1941	5	-252.40	62.24	-105.87	96.65
1941	6	-245.65	63.67	-103.87	96.35
1941	7	-237.75	64.64	-102.15	96.67
1941	8	-238.27	66.69	-97.91	97.17
1941	9	-230.11	66.09	-98.90	97.97
1941	10	-233.49	65.39	-99.60	98.50
1941	11	-237.17	65.16	-100.72	98.81
1941	12	-244.58	66.43	-101.52	98.97
1942	1	-239.16	65.09	-99.34	97.35
1942	2	-248.25	66.04	-101.54	97.51
1942	3	-224.04	65.00	-100.42	97.75
1942	4	-218.35	65.59	-100.27	98.66
1942	5	-220.59	65.45	-96.16	99.33
1942	6	-215.73	67.29	-96.62	99.03
1942	7	-209.92	67.02	-93.47	99.64
1942	8	-213.61	66.69	-93.04	100.73
1942	9	-215.14	65.87	-90.96	103.32
1942	10	-216.34	66.70	-92.00	105.02
1942	11	-220.32	67.30	-93.37	106.79
1942	12	-234.09	66.73	-94.90	106.38
1943	1	-216.83	64.03	-90.93	104.96
1943	2	-217.55	65.04	-92.09	104.99
1943	3	-212.57	63.27	-94.05	106.09
1943	4	-225.57	64.47	-93.46	106.09
1943	5	-226.15	67.69	-93.40	106.06
1943	6	-222.93	68.01	-93.53	106.32
1943	7	-208.82	67.59	-93.98	107.13
1943	8	-213.15	67.77	-91.35	108.50
1943	9	-198.46	67.15	-91.83	108.59
1943	10	-201.14	67.29	-91.66	109.60
1943	11	-202.12	66.58	-92.79	109.70
1943	12	-213.35	65.65	-93.12	110.31
1944	1	-207.11	62.42	-89.09	108.71
1944	2	-204.80	63.10	-90.96	108.93
1944	3	-204.46	64.78	-92.83	108.92
1944	4	-209.86	63.30	-93.22	108.95
1944	5	-214.61	65.10	-93.51	109.46
1944	6	-218.49	62.73	-94.77	109.63
1944	7	-214.89	60.05	-95.24	110.38
1944	8	-214.77	59.22	-94.86	110.52
1944	9	-208.47	58.05	-97.03	110.42
1944	10	-214.49	58.37	-99.52	110.27
1944	11	-218.31	59.80	-101.05	110.40
1944	12	-218.93	61.10	-100.66	110.54
1945	1	-207.22	60.78	-95.81	108.78
1945	2	-211.59	61.08	-96.54	108.57
1945	3	-207.50	60.69	-95.98	108.63
1945	4	-212.01	61.40	-96.13	108.16
1945	5	-214.99	62.41	-95.98	107.14
1945	6	-212.61	63.47	-95.95	104.70
1945	7	-206.55	64.87	-95.31	104.15
1945	8	-206.63	66.40	-94.77	102.30
1945	9	-201.65	66.69	-95.64	103.39
1945	10	-209.05	67.06	-96.23	102.88
1945	11	-212.52	62.81	-96.80	102.77
1945	12	-218.06	62.45	-99.05	103.60
1946	1	-211.79	60.64	-94.61	102.60
1946	2	-220.13	60.89	-96.28	101.72
1946	3	-234.45	55.32	-96.43	101.52
1946	4	-225.75	56.60	-99.77	102.20
1946	5	-223.82	59.33	-101.92	101.14
1946	6	-225.05	53.98	-102.16	98.52
1946	7	-211.15	55.30	-98.25	96.79
1946	8	-205.28	55.33	-96.90	95.39
1946	9	-200.97	54.55	-97.32	92.98
1946	10	-208.64	54.13	-99.28	92.42
1946	11	-219.29	53.68	-94.60	90.97
1946	12	-224.68	57.82	-96.22	88.95
1947	1	-220.97	58.58	-89.88	85.72
1947	2	-217.71	56.87	-92.30	84.36
1947	3	-210.93	56.42	-89.23	82.44
1947	4	-213.45	53.36	-95.17	81.61
1947	5	-213.96	51.25	-93.49	80.21
1947	6	-207.95	47.96	-97.14	79.08
1947	7	-198.91	46.86	-95.17	79.18
1947	8	-194.26	49.23	-96.93	79.32
1947	9	-188.72	51.85	-97.59	80.28
1947	10	-189.83	52.88	-100.43	80.35
1947	11	-207.53	53.79	-101.48	80.27
